Date,Symbol,Open,High,Low,Close,Volume
2020-03-31 00:00:00,BTC,61064.89,61214.52,57155.9,58840.96,875265
2020-04-01 00:00:00,BTC,58540.72,62469.91,56228.29,58198.56,988785
2020-04-02 00:00:00,BTC,57767.83,59582.26,55676.23,57569.25,5316354
2020-04-03 00:00:00,BTC,57644.51,58518.45,55258.69,57601.06,3141510
2020-04-06 00:00:00,BTC,60650.48,61896.3,58496.05,60873.25,1251250
2020-04-07 00:00:00,BTC,60707.79,63331.97,59052.21,62775.73,656800
2020-04-08 00:00:00,BTC,64690.13,67184.67,59902.43,62711.25,2743965
2020-04-09 00:00:00,BTC,61672.56,65293.91,61672.56,62925.82,4531956
2020-04-10 00:00:00,BTC,63840.91,63840.91,56945.75,57503.91,11831480
2020-04-13 00:00:00,BTC,58745.9,58745.9,54742.98,57435.22,1986976
2020-04-14 00:00:00,BTC,59060.01,59060.01,52993.91,54839.21,3661804
2020-04-15 00:00:00,BTC,55866.73,55866.73,49882.43,51431.36,3771581
2020-04-16 00:00:00,BTC,50956.9,55209.16,50956.9,53288.62,1140193
2020-04-17 00:00:00,BTC,54317.2,54317.2,49353.92,51039.22,499392
2020-04-20 00:00:00,BTC,50399.51,52683.65,49541.21,52475.83,3300076
2020-04-21 00:00:00,BTC,52786.63,53703.7,49740.93,51794.79,1541348
2020-04-22 00:00:00,BTC,54231.48,56333.39,49868.51,54773.64,2164311
2020-04-23 00:00:00,BTC,54737.68,56958.6,52300.89,53913.75,325570
2020-04-24 00:00:00,BTC,54700.9,56535.97,51848.71,56275.62,574971
2020-04-27 00:00:00,BTC,52738.19,56013.72,51426.49,54748.11,12839913
2020-04-28 00:00:00,BTC,54486.94,62563.76,52938.13,57270.08,1156405
2020-04-29 00:00:00,BTC,57352.24,58941.37,54611.55,56647.47,1167046
2020-04-30 00:00:00,BTC,56190.38,59291.98,50517.78,55605.53,366560
2020-05-01 00:00:00,BTC,54185.24,58406.6,53861.87,54532.64,2149226
2020-05-04 00:00:00,BTC,53947.95,59738.21,53947.95,56689.86,755684
2020-05-05 00:00:00,BTC,56401.29,57103.89,52068.22,55258.77,696558
2020-05-06 00:00:00,BTC,57070.01,57727.23,53403.86,56437.92,949835
2020-05-07 00:00:00,BTC,54347.8,58235.93,53458.31,56541.24,8400222
2020-05-08 00:00:00,BTC,57550.53,60437.38,55014.27,59386.57,415161
2020-05-11 00:00:00,BTC,61147.96,62171.51,58238.69,60472.46,9503474
2020-05-12 00:00:00,BTC,60570.15,63191.65,59182.0,62422.54,1902729
2020-05-13 00:00:00,BTC,61672.82,64767.78,60226.91,60252.87,7052195
2020-05-14 00:00:00,BTC,60112.47,63578.06,57122.52,59804.7,970558
2020-05-15 00:00:00,BTC,60781.34,62900.91,57847.71,61387.33,1353067
2020-05-18 00:00:00,BTC,66055.86,67265.79,61453.1,65397.99,3999621
2020-05-19 00:00:00,BTC,65565.06,66137.88,61191.76,63705.64,1033998
2020-05-20 00:00:00,BTC,65540.89,66139.63,62419.0,63605.46,3418250
2020-05-21 00:00:00,BTC,64741.88,64894.0,61736.75,64623.09,2170070
2020-05-22 00:00:00,BTC,66200.88,66830.85,59066.03,64789.82,1119374
2020-05-25 00:00:00,BTC,65405.96,69104.57,61547.4,64961.0,528412
2020-05-26 00:00:00,BTC,64236.08,71556.27,64236.08,70456.14,2981848
2020-05-27 00:00:00,BTC,68399.32,70660.74,65818.32,67268.4,1356747
2020-05-28 00:00:00,BTC,69599.91,71893.69,65710.15,70612.81,8475453
2020-05-29 00:00:00,BTC,69036.11,72152.63,68805.0,70300.32,464931
2020-06-01 00:00:00,BTC,70940.74,73736.23,66885.2,71207.04,1973519
2020-06-02 00:00:00,BTC,69759.17,75271.13,69039.41,72683.01,863828
2020-06-03 00:00:00,BTC,71711.98,74683.32,69256.11,70471.39,2965042
2020-06-04 00:00:00,BTC,69008.9,75480.57,69008.9,74396.27,1280133
2020-06-05 00:00:00,BTC,74925.4,76873.51,69630.07,73145.87,440466
2020-06-08 00:00:00,BTC,76118.11,77752.84,70412.91,76739.1,1694090
2020-06-09 00:00:00,BTC,75798.7,77891.98,69274.15,71029.26,253185
2020-06-10 00:00:00,BTC,70881.44,74584.43,70881.44,71762.14,897126
2020-06-11 00:00:00,BTC,71412.87,71412.87,61990.79,65717.96,6155798
2020-06-12 00:00:00,BTC,65381.13,69498.38,63812.04,66625.71,827576
2020-06-15 00:00:00,BTC,67172.63,67332.59,62860.36,66314.28,487548
2020-06-16 00:00:00,BTC,64854.91,70211.04,64831.72,66418.88,1867808
2020-06-17 00:00:00,BTC,65299.07,68934.12,64255.79,65844.91,652887
2020-06-18 00:00:00,BTC,66136.4,71602.72,62718.95,67986.63,3236380
2020-06-19 00:00:00,BTC,67967.83,74694.58,67274.45,71613.17,1146753
2020-06-22 00:00:00,BTC,72493.07,77620.64,65083.05,69939.38,978583
2020-06-23 00:00:00,BTC,72270.32,72270.32,68746.34,68785.69,423560
2020-06-24 00:00:00,BTC,66786.74,72175.77,66786.74,70467.07,3595615
2020-06-25 00:00:00,BTC,70326.71,70326.71,64436.23,66069.16,1139322
2020-06-26 00:00:00,BTC,67338.22,68594.05,63762.14,65825.09,1187790
2020-06-29 00:00:00,BTC,65327.59,68056.84,63617.32,65095.38,584194
2020-06-30 00:00:00,BTC,64348.52,71795.03,64348.52,67153.14,723669
2020-07-01 00:00:00,BTC,64761.73,71141.59,64348.72,70320.29,2735920
2020-07-02 00:00:00,BTC,69592.91,71349.49,66032.62,66259.33,2046785
2020-07-03 00:00:00,BTC,68771.7,69376.44,64178.6,67193.84,596097
2020-07-06 00:00:00,BTC,64651.78,64651.78,57627.59,61772.77,6186836
2020-07-07 00:00:00,BTC,62458.11,62458.11,58193.76,59100.05,741379
2020-07-08 00:00:00,BTC,60418.77,60418.77,56409.13,57098.05,1502894
2020-07-09 00:00:00,BTC,56481.57,61803.97,56481.57,59109.83,1583208
2020-07-10 00:00:00,BTC,59657.8,60460.53,54793.44,55130.46,795050
2020-07-13 00:00:00,BTC,55657.47,58339.77,52897.37,55360.2,1769099
2020-07-14 00:00:00,BTC,55186.85,56403.67,52653.49,55796.23,1884663
2020-07-15 00:00:00,BTC,53949.49,55705.06,52059.99,52990.19,1881434
2020-07-16 00:00:00,BTC,52295.84,53332.8,49545.7,50544.54,1113149
2020-07-17 00:00:00,BTC,50028.47,54174.34,49559.46,52991.93,1984334
2020-07-20 00:00:00,BTC,53691.31,55109.76,51583.63,54395.72,980086
2020-07-21 00:00:00,BTC,54407.21,56355.16,52543.19,55043.86,780263
2020-07-22 00:00:00,BTC,55036.22,57169.32,51545.25,52378.22,2316130
2020-07-23 00:00:00,BTC,53525.31,53813.65,48756.74,49060.79,5737937
2020-07-24 00:00:00,BTC,49501.22,53149.0,48092.6,50729.62,1584142
2020-07-27 00:00:00,BTC,53419.8,54571.81,47529.32,48245.91,2158539
2020-07-28 00:00:00,BTC,48555.18,50033.2,47412.51,48270.87,445746
2020-07-29 00:00:00,BTC,48089.41,51258.7,47770.51,49809.82,1422685
2020-07-30 00:00:00,BTC,49436.49,51320.63,46419.85,47805.6,925652
2020-07-31 00:00:00,BTC,47672.16,49933.52,45457.73,46078.12,998417
2020-08-03 00:00:00,BTC,46863.83,48116.66,44004.27,47026.88,1654010
2020-08-04 00:00:00,BTC,45517.95,47832.18,45517.95,46931.13,353886
2020-08-05 00:00:00,BTC,48225.88,49023.42,44623.22,44942.87,734819
2020-08-06 00:00:00,BTC,44869.47,49009.73,44869.47,47903.09,3198742
2020-08-07 00:00:00,BTC,45999.47,51981.55,45999.47,49224.44,1653802
2020-08-10 00:00:00,BTC,50138.8,51540.75,46937.29,49205.95,268430
2020-08-11 00:00:00,BTC,49927.88,50527.93,47446.96,49237.55,1056146
2020-08-12 00:00:00,BTC,48910.17,51822.04,48155.57,49137.78,1282160
2020-08-13 00:00:00,BTC,46985.32,50966.09,46985.32,49175.07,2505687
2020-08-14 00:00:00,BTC,49426.6,49426.6,45469.71,46693.23,381488
2020-08-17 00:00:00,BTC,45470.78,49126.64,45470.78,47655.07,2051080
2020-08-18 00:00:00,BTC,48466.07,50381.85,47036.67,47986.67,461814
2020-08-19 00:00:00,BTC,47094.89,49222.0,45745.56,46922.94,411453
2020-08-20 00:00:00,BTC,46098.79,48336.83,44738.6,45573.88,323001
2020-08-21 00:00:00,BTC,46798.18,46804.9,43838.08,45242.86,2837606
2020-08-24 00:00:00,BTC,47800.74,47889.25,43701.54,45674.99,524439
2020-08-25 00:00:00,BTC,46299.83,46528.53,42502.66,43643.12,1222581
2020-08-26 00:00:00,BTC,45487.93,45487.93,42939.61,44189.07,3432216
2020-08-27 00:00:00,BTC,44187.11,47231.31,41945.0,43258.52,1990506
2020-08-28 00:00:00,BTC,43297.42,44934.63,41026.73,41960.09,562408
2020-08-31 00:00:00,BTC,37147.18,38012.77,35908.02,37554.11,690026
2020-09-01 00:00:00,BTC,37364.66,39303.02,35767.6,37017.63,751549
2020-09-02 00:00:00,BTC,37306.07,37306.07,34190.01,34946.89,826560
2020-09-03 00:00:00,BTC,35259.88,35993.75,33117.44,34983.3,805461
2020-09-04 00:00:00,BTC,35325.83,37630.93,34030.72,36070.29,1102170
2020-09-07 00:00:00,BTC,34042.06,38901.92,33764.24,34628.9,2597934
2020-09-08 00:00:00,BTC,34278.67,35165.54,34005.05,34512.78,619575
2020-09-09 00:00:00,BTC,34278.26,35517.97,32415.83,33264.39,3007373
2020-09-10 00:00:00,BTC,33929.11,34100.98,30805.56,31978.98,202396
2020-09-11 00:00:00,BTC,32655.75,34152.8,31083.81,33852.44,438327
2020-09-14 00:00:00,BTC,34711.4,36072.47,30266.38,32098.84,878042
2020-09-15 00:00:00,BTC,31758.91,33127.5,30685.81,31846.8,2396924
2020-09-16 00:00:00,BTC,31918.09,33773.32,31345.32,32797.0,441318
2020-09-17 00:00:00,BTC,33148.24,33904.25,31035.09,32480.05,1019682
2020-09-18 00:00:00,BTC,31612.5,34297.74,31022.88,33369.73,2453572
2020-09-21 00:00:00,BTC,32710.82,33136.05,31219.04,32119.44,1309565
2020-09-22 00:00:00,BTC,31944.55,34115.17,31944.55,32646.15,1092968
2020-09-23 00:00:00,BTC,32515.76,34801.58,31861.94,33961.53,525389
2020-09-24 00:00:00,BTC,33792.28,35814.28,33301.72,35566.89,330261
2020-09-25 00:00:00,BTC,34357.88,36902.63,33794.64,34386.51,2385701
2020-09-28 00:00:00,BTC,39727.23,40681.64,37342.44,39104.08,7842740
2020-09-29 00:00:00,BTC,38858.69,38952.61,36720.88,37986.92,1640124
2020-09-30 00:00:00,BTC,37612.57,39550.61,35939.51,37167.9,1148357
2020-10-01 00:00:00,BTC,36866.51,39899.84,36866.51,37539.81,927035
2020-10-02 00:00:00,BTC,37408.66,38070.57,35373.34,36545.87,953530
2020-10-05 00:00:00,BTC,37067.73,38754.7,36260.73,37383.31,18844361
2020-10-06 00:00:00,BTC,38182.57,38182.57,35008.46,37394.28,1685692
2020-10-07 00:00:00,BTC,36748.63,39395.38,35642.44,37807.86,520791
2020-10-08 00:00:00,BTC,38820.43,39349.54,36953.09,38436.23,483601
2020-10-09 00:00:00,BTC,38364.52,39932.88,35954.02,38290.72,1477248
2020-10-12 00:00:00,BTC,38658.47,39538.96,35491.59,37574.82,5108163
2020-10-13 00:00:00,BTC,37704.95,38833.18,35868.87,36428.46,1066675
2020-10-14 00:00:00,BTC,35509.41,38607.34,35509.41,37392.28,2035575
2020-10-15 00:00:00,BTC,37967.7,38547.42,34929.19,36072.86,1114538
2020-10-16 00:00:00,BTC,36781.49,37818.52,34486.95,37546.27,1659765
2020-10-19 00:00:00,BTC,42798.89,44219.77,40359.04,41579.63,3584097
2020-10-20 00:00:00,BTC,42339.68,43073.61,38889.29,40628.9,167476
2020-10-21 00:00:00,BTC,41479.99,42381.69,39306.66,41241.42,6194845
2020-10-22 00:00:00,BTC,41444.23,43978.39,41155.88,42900.89,642211
2020-10-23 00:00:00,BTC,43318.24,46228.99,42467.62,44588.52,1651193
2020-10-26 00:00:00,BTC,47141.86,47141.86,42944.6,44553.29,1312385
2020-10-27 00:00:00,BTC,43650.69,44583.58,39445.04,41170.19,2038123
2020-10-28 00:00:00,BTC,40633.07,44327.82,39986.83,41097.08,5992422
2020-10-29 00:00:00,BTC,40160.51,41780.22,38512.23,40448.6,3694013
2020-10-30 00:00:00,BTC,41334.81,43965.75,39514.86,42064.3,6421719
2020-11-02 00:00:00,BTC,39929.29,42129.18,38579.73,41465.2,2048219
2020-11-03 00:00:00,BTC,40791.82,43313.45,40488.91,43194.86,429476
2020-11-04 00:00:00,BTC,41556.76,45601.73,41556.76,43049.08,1929792
2020-11-05 00:00:00,BTC,43558.17,46000.88,42809.26,43760.59,6698224
2020-11-06 00:00:00,BTC,43763.6,46043.65,43755.29,45578.54,946994
2020-11-09 00:00:00,BTC,44770.35,45193.33,43551.71,44637.8,2726410
2020-11-10 00:00:00,BTC,44693.6,47114.16,43152.69,45120.84,632912
2020-11-11 00:00:00,BTC,44322.58,46961.28,44322.58,45813.49,1059204
2020-11-12 00:00:00,BTC,47422.86,47422.86,41493.91,46326.87,1151206
2020-11-13 00:00:00,BTC,44436.53,48320.98,44436.53,47828.02,1762851
2020-11-16 00:00:00,BTC,47403.86,51377.47,47403.86,49226.54,2432044
2020-11-17 00:00:00,BTC,49825.47,49825.47,46712.18,47086.56,2131248
2020-11-18 00:00:00,BTC,46115.31,50813.9,46115.31,49156.56,4671215
2020-11-19 00:00:00,BTC,49072.34,52508.94,47337.2,51558.82,6042590
2020-11-20 00:00:00,BTC,51423.08,52918.28,47091.26,48900.39,1708114
2020-11-23 00:00:00,BTC,47762.63,47762.63,43782.88,45927.97,2106427
2020-11-24 00:00:00,BTC,46472.45,49109.95,43925.95,47292.02,1711474
2020-11-25 00:00:00,BTC,46536.31,50015.2,44642.13,47404.44,5217814
2020-11-26 00:00:00,BTC,46541.92,50787.42,44575.13,46083.79,2120155
2020-11-27 00:00:00,BTC,47479.92,47479.92,42651.96,44183.75,2307003
2020-11-30 00:00:00,BTC,43762.37,44013.42,40600.55,41243.29,155223
2020-12-01 00:00:00,BTC,40639.23,45336.5,39448.97,41519.09,1354406
2020-12-02 00:00:00,BTC,40027.79,41344.15,37412.66,38560.9,2893242
2020-12-03 00:00:00,BTC,38322.53,39493.02,37534.91,38877.79,4288729
2020-12-04 00:00:00,BTC,40463.82,40463.82,37221.05,37695.01,624165
2020-12-07 00:00:00,BTC,37178.12,39056.63,36714.85,37845.8,3142126
2020-12-08 00:00:00,BTC,37635.94,40606.41,36848.88,38254.86,3799550
2020-12-09 00:00:00,BTC,37932.87,41447.46,36720.93,37390.91,1289514
2020-12-10 00:00:00,BTC,37369.82,40180.59,34559.27,37124.84,1676929
2020-12-11 00:00:00,BTC,36111.61,39569.56,35803.5,38088.75,1905910
2020-12-14 00:00:00,BTC,40811.39,42582.11,40041.38,40846.11,438011
2020-12-15 00:00:00,BTC,40877.52,42703.49,38800.72,40316.92,8308600
2020-12-16 00:00:00,BTC,39658.61,41793.98,37753.38,40720.79,3668799
2020-12-17 00:00:00,BTC,40909.59,41473.81,38312.77,39879.62,1931628
2020-12-18 00:00:00,BTC,39522.43,40829.2,37004.48,38788.06,1812125
2020-12-21 00:00:00,BTC,42801.09,45692.84,40727.28,44607.06,543228
2020-12-22 00:00:00,BTC,44548.78,48036.76,44185.85,46180.36,2081246
2020-12-23 00:00:00,BTC,45536.66,47869.56,43669.97,45560.65,4741389
2020-12-24 00:00:00,BTC,46226.13,47025.3,41368.59,43627.99,5329112
2020-12-25 00:00:00,BTC,44492.96,44492.96,40947.79,42131.34,1067045
2020-12-28 00:00:00,BTC,40177.16,42366.07,38732.95,40650.74,2621099
2020-12-29 00:00:00,BTC,41528.16,41700.59,39009.7,40236.77,929623
2020-12-30 00:00:00,BTC,39909.65,41892.83,39482.04,39810.87,1427684
2020-12-31 00:00:00,BTC,40182.61,40182.61,37377.1,38343.54,1919494
2021-01-01 00:00:00,BTC,39273.88,39273.88,36871.18,38020.54,752925
2021-01-04 00:00:00,BTC,37343.98,40038.23,35909.66,36395.43,1075644
2021-01-05 00:00:00,BTC,36090.55,37628.11,34340.77,36442.77,1533103
2021-01-06 00:00:00,BTC,36940.48,36940.48,35137.08,36174.68,1592622
2021-01-07 00:00:00,BTC,35429.48,38861.3,35429.48,37085.55,1268362
2021-01-08 00:00:00,BTC,36736.36,38899.23,34082.97,35963.96,1543839
2021-01-11 00:00:00,BTC,34927.39,35743.15,33744.95,34093.26,1323115
2021-01-12 00:00:00,BTC,33421.01,35635.22,32882.95,34569.7,544118
2021-01-13 00:00:00,BTC,34524.93,35210.62,31818.4,33624.67,1822265
2021-01-14 00:00:00,BTC,33565.64,33565.64,31903.5,33145.56,13856648
2021-01-15 00:00:00,BTC,32728.88,34094.39,30712.71,31614.02,6507171
2021-01-18 00:00:00,BTC,31657.55,32650.35,28864.53,28930.32,3792920
2021-01-19 00:00:00,BTC,28215.8,29967.73,27008.64,27763.99,5378839
2021-01-20 00:00:00,BTC,28184.88,28723.51,25930.16,26785.32,2718013
2021-01-21 00:00:00,BTC,26736.53,27469.73,26238.18,27313.79,4003523
2021-01-22 00:00:00,BTC,26825.38,29286.66,26825.38,27693.67,1751893
2021-01-25 00:00:00,BTC,28385.3,30544.1,28324.48,29564.06,2251037
2021-01-26 00:00:00,BTC,29734.65,30348.47,29013.39,29655.17,1788858
2021-01-27 00:00:00,BTC,30160.15,31426.85,28849.21,30110.91,822710
2021-01-28 00:00:00,BTC,29649.5,30918.71,28433.7,28892.35,953629
2021-01-29 00:00:00,BTC,29155.64,30301.4,26884.03,28219.55,1622636
2021-02-01 00:00:00,BTC,27656.21,28619.44,25448.94,27357.42,1247290
2021-02-02 00:00:00,BTC,27350.76,28169.95,24852.55,25960.16,2466176
2021-02-03 00:00:00,BTC,26520.09,27499.99,25681.67,26845.32,902285
2021-02-04 00:00:00,BTC,26779.77,27488.24,25868.05,27390.55,399972
2021-02-05 00:00:00,BTC,26904.49,28976.95,26091.25,28902.4,1710229
2021-02-08 00:00:00,BTC,33682.37,35233.28,32883.18,33653.15,2403094
2021-02-09 00:00:00,BTC,32803.39,35242.8,32803.39,34636.04,1353627
2021-02-10 00:00:00,BTC,34071.71,35983.33,31518.32,32812.34,2098736
2021-02-11 00:00:00,BTC,33434.74,33434.74,30501.47,31372.82,1642191
2021-02-12 00:00:00,BTC,32168.3,32168.3,28624.9,31872.47,2174974
2021-02-15 00:00:00,BTC,30954.36,35224.59,30954.36,33600.26,4480123
2021-02-16 00:00:00,BTC,33935.1,34845.57,32546.62,34130.06,3414588
2021-02-17 00:00:00,BTC,34997.18,34997.18,32021.74,33004.16,547524
2021-02-18 00:00:00,BTC,33126.99,34846.29,31218.2,33712.84,4490331
2021-02-19 00:00:00,BTC,34462.05,34670.86,32183.59,32750.14,2943955
2021-02-22 00:00:00,BTC,31218.45,32311.3,29404.39,31997.46,510606
2021-02-23 00:00:00,BTC,31594.41,31594.41,29966.75,31384.49,5836365
2021-02-24 00:00:00,BTC,30803.4,31890.12,29591.63,30420.2,1068519
2021-02-25 00:00:00,BTC,29574.28,32051.97,29574.28,31759.58,1822259
2021-02-26 00:00:00,BTC,32189.9,32189.9,29905.97,30622.14,520295
2021-03-01 00:00:00,BTC,32449.15,34531.92,32309.09,33161.13,1796384
2021-03-02 00:00:00,BTC,32857.61,35457.09,32340.23,34442.23,1026867
2021-03-03 00:00:00,BTC,35335.89,35335.89,32490.52,32879.75,2196115
2021-03-04 00:00:00,BTC,33333.13,33872.81,31133.58,31856.15,10830457
2021-03-05 00:00:00,BTC,32350.48,33268.14,30680.6,31521.62,2410818
2021-03-08 00:00:00,BTC,31723.99,33490.54,30828.54,33372.43,871430
2021-03-09 00:00:00,BTC,33416.24,36149.18,32310.73,33682.83,775749
2021-03-10 00:00:00,BTC,32078.55,35896.78,32078.55,34957.16,923081
2021-03-11 00:00:00,BTC,34215.49,36267.66,33557.43,34856.98,1098014
2021-03-12 00:00:00,BTC,34355.79,34743.71,31672.75,31966.37,333306
2021-03-15 00:00:00,BTC,30719.67,31490.52,27995.15,30298.56,979605
2021-03-16 00:00:00,BTC,29751.92,31603.08,29175.8,30088.3,10630716
2021-03-17 00:00:00,BTC,30669.82,31165.62,28529.05,30464.72,737208
2021-03-18 00:00:00,BTC,30293.48,31007.13,29435.63,30223.85,2378020
2021-03-19 00:00:00,BTC,30220.78,31753.41,29473.49,30312.09,2704454
2021-03-22 00:00:00,BTC,32720.31,32720.31,30494.9,31195.92,1326805
2021-03-23 00:00:00,BTC,30624.77,31355.34,28381.74,30486.88,361543
2021-03-24 00:00:00,BTC,30034.05,32169.62,29543.71,31012.6,898672
2021-03-25 00:00:00,BTC,31189.21,32179.41,30129.68,31619.56,1883572
2021-03-26 00:00:00,BTC,31905.29,33231.22,31037.0,32705.29,5142145
2021-03-29 00:00:00,BTC,32055.95,34247.52,32055.95,34135.07,5861687
2021-03-30 00:00:00,BTC,34472.47,35744.48,33484.53,34834.23,4704214
2021-03-31 00:00:00,BTC,34048.48,36789.27,34048.48,35784.56,1123754
2021-04-01 00:00:00,BTC,36014.15,39321.6,34981.23,38258.59,3030379
2021-04-02 00:00:00,BTC,38403.57,41271.69,38032.04,39501.64,709449
2021-04-05 00:00:00,BTC,42132.39,42768.1,39227.05,40509.93,1426528
2021-04-06 00:00:00,BTC,42669.91,42703.17,38944.68,38962.92,706646
2021-04-07 00:00:00,BTC,37992.6,40511.92,37127.58,37306.23,689158
2021-04-08 00:00:00,BTC,37192.77,39758.92,36155.55,38154.07,2153127
2021-04-09 00:00:00,BTC,38752.67,38752.67,36335.03,36741.48,1519959
2021-04-12 00:00:00,BTC,38645.96,41209.85,36749.32,39869.94,306642
2021-04-13 00:00:00,BTC,39510.13,43879.26,39510.13,41854.62,284487
2021-04-14 00:00:00,BTC,43150.12,43150.12,37728.71,38205.92,7832105
2021-04-15 00:00:00,BTC,37895.53,38762.73,35614.29,36121.14,6997029
2021-04-16 00:00:00,BTC,37717.36,39457.95,36603.24,38280.49,1144420
2021-04-19 00:00:00,BTC,38725.47,41538.39,37608.55,39278.68,1456416
2021-04-20 00:00:00,BTC,40143.19,41653.44,39095.43,40714.7,1185836
2021-04-21 00:00:00,BTC,40218.55,42862.49,38535.81,40299.17,2637460
2021-04-22 00:00:00,BTC,41452.55,41863.31,39864.3,41340.32,348000
2021-04-23 00:00:00,BTC,41300.01,43491.0,39740.95,41196.76,866438
